rank,car_id,id_segment,charger_connected,n_rows,anomaly_score,quantization_error,is_anomaly,volt_V_mean,current_A_mean,soc_pct_mean,avg_speed_kmh_mean,motor_rpm_mean,min_single_volt_V_mean,max_single_volt_V_mean,min_temp_C_mean,max_temp_C_mean,accelerator_pedal_pct_mean,brake_pedal_pct_mean,regenerative_braking_Ah_mean,actual_max_capacity_Ah_mean
308,EV_108,DR380742_5,0,128,0.6177079240652164,0.25303635206923936,False,382.1714765625,47.29375,92.520390625,30.3671875,1952.734375,4.0577499999999995,4.143078125,49.91953125,52.212109375,30.84375,17.5,0.006375,181.95
309,EV_109,DR219828_5,0,128,0.6177079240652164,0.26051223905412757,False,380.1765546875,50.80859375,92.3146875,28.8203125,1857.34375,4.1036328125,4.1542265625,48.046953125,49.835546875,30.578125,16.1328125,0.0056796875,179.12
310,EV_107,DR705506_3,0,128,0.6177079240652164,0.19481933378819546,False,389.5122734375,41.85546875,90.438203125,28.9296875,1861.875,4.0796796875,4.142796875,50.816640625,51.683515625,29.2734375,17.1484375,0.005796875,176.22
311,EV_110,RC266002_13,1,127,0.6123939171524494,0.4323342270963415,False,396.3075826771654,-2.5503937007874016,100.0,0.0,0.0,3.419771653543307,3.4208188976377953,9.844094488188977,12.951968503937008,0.0,0.0,0.0,181.09
312,EV_110,RC266002_10,1,128,0.6123939171524494,0.4335029140986154,False,366.1623203125,-1.21875,100.0,0.0,0.0,3.904665625,3.9068296875,17.79296875,19.92421875,0.0,0.0,0.0,181.09
313,EV_101,RC722912_9,1,128,0.6123939171524494,0.5688896266964645,False,362.2853203125,-1.490625,100.0,0.0,0.0,3.125890625,3.1394140625,9.06640625,9.80859375,0.0,0.0,0.0,186.45
314,EV_110,RC266002_12,1,128,0.6123939171524494,0.25072569242431486,False,421.05509375,-0.85859375,100.0,0.0,0.0,3.5642734375,3.566234375,16.615625,19.521875,0.0,0.0,0.0,181.09
315,EV_105,RC393303_8,1,128,0.6123939171524494,0.2919701005888548,False,396.49834375,-0.90546875,100.0,0.0,0.0,3.7626015625,3.767046875,19.63359375,20.43671875,0.0,0.0,0.0,195.13
316,EV_109,RC872449_11,1,128,0.6123939171524494,0.25888818811706865,False,406.5306875,-0.615625,100.0,0.0,0.0,3.4925,3.4947421875,20.87578125,23.819140625,0.0,0.0,0.0,179.19
317,EV_109,RC872449_12,1,128,0.6123939171524494,0.35201009160671437,False,399.9965859375,-0.40546875,100.0,0.0,0.0,3.4446796875,3.4478671875,9.4046875,12.384375,0.0,0.0,0.0,179.19
318,EV_109,RC872449_8,1,128,0.6123939171524494,0.35817318180546304,False,405.9663046875,-0.68203125,100.0,0.0,0.0,3.96434375,3.96946875,12.88359375,13.71015625,0.0,0.0,0.0,179.19
319,EV_108,RC542818_6,1,128,0.6123939171524494,0.46583496773644506,False,353.4826953125,-0.40546875,100.0,0.0,0.0,3.7639062500000002,3.7661171875,13.00859375,13.66015625,0.0,0.0,0.0,182.02
320,EV_101,DR141978_3,0,128,0.6057221468975362,0.29611280657683037,False,329.918375,95.71796875,92.624140625,112.653125,5142.8984375,3.743,3.9509140625,51.866953125,52.57234375,45.2890625,2.05078125,0.006015625,186.34
321,EV_109,DR549817_1,0,128,0.6057221468975362,0.3219905039772289,False,347.6981875,111.07421875,81.64984375,109.98125,4845.671875,3.9163828125,4.087765625,51.49765625,54.33828125,50.765625,2.6328125,0.009453125,179.29
322,EV_101,DR405429_1,0,128,0.6057221468975362,0.25073809401188546,False,350.2563203125,96.14140625,90.745703125,107.71796875,4424.7265625,4.0562734375,4.1550546875,54.225,56.37421875,46.671875,2.8125,0.008203125,186.25
323,EV_101,DR141978_1,0,128,0.6057221468975362,0.3265520069436047,False,393.5490703125,126.51953125,97.02109375,112.84765625,5078.6015625,3.7470625,3.787359375,45.942578125,50.50078125,53.6328125,1.2890625,0.005078125,186.34
324,EV_103,DR587402_1,0,128,0.6057221468975362,0.3503184668442762,False,360.8914375,102.74453125,96.86203125,113.209375,4866.3203125,3.75484375,3.8711640625,50.74609375,52.80859375,44.71484375,2.5,0.00671875,195.62
325,EV_109,DR524455_1,0,128,0.6057221468975362,0.5471984512366249,False,410.446328125,140.384375,97.252734375,111.81015625,4766.328125,4.383015625,4.4034296875,43.71796875,44.975,50.421875,0.71875,0.003125,179.19
326,EV_110,DR104166_1,0,128,0.6057221468975362,0.44461614119366305,False,378.7534765625,120.6953125,98.428515625,110.71796875,4627.28125,4.11925,4.17809375,42.1234375,44.0328125,56.0,0.7578125,0.00328125,181.09
327,EV_110,DR104166_7,0,128,0.6057221468975362,0.23495977143285032,False,355.399796875,97.178125,83.91546875,109.2625,5585.9765625,4.062546875,4.15159375,55.1665625,56.62390625,44.6953125,1.734375,0.00578125,181.09
328,EV_110,DR824332_12,0,128,0.5930626200942308,0.29025260154832305,False,347.6822265625,87.0015625,65.721328125,105.4078125,4664.6171875,4.1228203125,4.28128125,65.0,65.0,32.25390625,0.81640625,0.00265625,181.09
329,EV_108,DR624372_15,0,128,0.5930626200942308,0.2835616865007402,False,315.843671875,94.19765625,67.76859375,110.23984375,5512.1875,4.0060859375,4.2448046875,65.0,65.0,36.0703125,1.8984375,0.005625,182.02
330,EV_109,DR214027_12,0,128,0.5930626200942308,0.41204151233896313,False,340.7921875,119.56484375,76.285,107.19140625,4287.65625,4.1071875,4.1218515625,62.12,65.0,50.0390625,0.0,0.0,180.22
331,EV_101,DR405429_2,0,128,0.5930626200942308,0.28288076619513325,False,335.058796875,99.5015625,86.41828125,107.82421875,4466.640625,4.01975,4.1623046875,64.997890625,65.0,38.078125,2.15625,0.00578125,186.25
332,EV_109,DR524455_3,0,128,0.5930626200942308,0.36036365934503867,False,315.45725,116.79296875,91.585546875,109.8546875,4626.1171875,4.2975390625,4.4323515625,64.9990625,65.0,40.0703125,0.6015625,0.002578125,179.19
333,EV_110,DR393518_8,0,128,0.5930626200942308,0.2898176020611505,False,316.610609375,105.21796875,81.02421875,111.26796875,4695.7421875,3.4584375,4.32228125,64.999765625,65.0,39.7265625,1.359375,0.0032812500000000003,181.09
334,EV_110,DR393518_7,0,128,0.5930626200942308,0.27826496113495547,False,332.0635078125,116.2015625,83.322578125,113.6125,4743.890625,3.48496875,4.28203125,64.8709375,64.9984375,47.6953125,1.1484375,0.003828125,181.09
335,EV_106,DR402462_9,0,128,0.5930626200942308,0.23154602763973758,False,333.0808203125,138.934375,76.74484375,112.15,5726.171875,4.004984375,4.1950625,64.999609375,65.0,44.8671875,0.65625,0.00265625,173.9
336,EV_106,DR402462_8,0,128,0.5930626200942308,0.26247308616526316,False,353.9740546875,87.2265625,79.933515625,106.99375,5497.4140625,4.0549453125,4.18440625,64.99859375,65.0,35.4140625,0.7890625,0.002578125,173.9
337,EV_109,DR568924_5,0,128,0.5930626200942308,0.3666039368839489,False,378.46903125,103.71796875,79.499453125,106.48515625,6582.296875,3.979765625,4.037609375,59.677578125,65.0,38.90625,0.5703125,0.001875,179.32
338,EV_110,DR104166_9,0,128,0.5930626200942308,0.25983434621281615,False,311.020390625,103.28203125,77.573828125,110.99765625,5546.953125,3.9609843750000002,4.1221015625,65.0,65.0,46.515625,1.578125,0.005859375,181.09
339,EV_101,DR141978_6,0,128,0.5930626200942308,0.3743260128499202,False,318.974328125,108.346875,80.33703125,110.79296875,5097.59375,3.85246875,4.14496875,64.868984375,64.90234375,37.74609375,2.5,0.005703125,186.34
340,EV_110,DR104166_3,0,128,0.5930626200942308,0.26911580495309945,False,322.948171875,106.88046875,91.605,112.184375,4769.5390625,4.121171875,4.2667890625,64.999609375,65.0,49.6875,1.265625,0.00390625,181.09
341,EV_108,DR424318_3,0,128,0.5930626200942308,0.19327610155563352,False,340.4088359375,102.08515625,77.004296875,108.8015625,4551.1484375,3.6389765625,4.14284375,64.99921875,65.0,45.359375,0.7578125,0.002734375,183.46
342,EV_108,DR624372_14,0,128,0.5930626200942308,0.24281787894291845,False,348.8846953125,97.84765625,69.87390625,108.796875,5439.21875,4.0599375,4.2000078125,64.999453125,65.0,37.603125,1.009375,0.00546875,182.02
343,EV_108,DR380742_12,0,128,0.5930626200942308,0.25199458151389154,False,344.8919921875,77.7890625,71.988046875,103.77265625,5188.6328125,4.044390625,4.198296875,64.994921875,65.0,34.109375,1.8671875,0.006015625,181.95
344,EV_108,DR624372_13,0,128,0.5930626200942308,0.24727196926907355,False,368.187046875,89.78125,72.06765625,110.15703125,5507.8515625,4.0841796875,4.173703125,65.0,65.0,43.859375,1.40625,0.0055859375,182.02
345,EV_106,RC105318_3,1,128,0.5924528802353951,0.3715868778413836,False,399.2135234375,-28.12734375,42.456171875,0.0,0.0,3.6265390625,3.7015390625,24.92390625,28.066484375,0.0,0.0,0.0,165.07
346,EV_106,RC545024_4,1,128,0.5924528802353951,0.4040175515316732,False,401.941453125,-24.275,66.0696875,0.0,0.0,3.8973515625,3.9306015625,25.880703125,28.115859375,0.0,0.0,0.0,173.9
347,EV_106,RC545024_15,1,128,0.5924528802353951,0.3986961889873625,False,414.81821875,-1.44609375,96.613125,0.0,0.0,3.796859375,3.860375,26.74328125,30.448671875,0.0,0.0,0.0,173.9
348,EV_106,RC545024_14,1,128,0.5924528802353951,0.4087927268256075,False,375.754953125,-2.94921875,94.511171875,0.0,0.0,3.6088359375,3.6744375,24.5121875,28.1946875,0.0,0.0,0.0,173.9
349,EV_106,RC362689_9,1,128,0.5924528802353951,0.2994146638650302,False,423.527046875,-2.784375,81.968203125,0.0,0.0,3.763953125,3.8114140625,28.313203125,30.51796875,0.0,0.0,0.0,173.9
350,EV_106,RC105318_2,1,128,0.5924528802353951,0.45122914289727073,False,377.34403125,-26.92109375,32.850859375,0.0,0.0,3.5401796875,3.6126953125,23.936171875,26.9796875,0.0,0.0,0.0,165.07
351,EV_106,RC173329_4,1,128,0.5924528802353951,0.2852584866833478,False,405.29496875,-26.81875,45.2059375,0.0,0.0,3.713296875,3.98225,21.041421875,25.593125,0.0,0.0,0.0,172.94
352,EV_106,RC173329_3,1,128,0.5924528802353951,0.29478710099486455,False,387.3760078125,-25.23984375,40.815859375,0.0,0.0,3.6000234375,3.861765625,20.810640625,25.2775703125,0.0,0.0,0.0,172.94
353,EV_106,RC105318_4,1,128,0.5924528802353951,0.26665082298226656,False,395.83528125,-20.3453125,52.647421875,0.0,0.0,3.671203125,3.751,25.991953125,29.23484375,0.0,0.0,0.0,165.07
354,EV_106,RC173329_2,1,128,0.5924528802353951,0.37481258670795126,False,369.1544296875,-26.0171875,36.215546875,0.0,0.0,3.4965,3.7522890625,20.6550546875,25.0546796875,0.0,0.0,0.0,172.94
355,EV_107,RC358893_4,1,128,0.5924528802353951,0.5239322675428296,False,373.60609375,-22.40625,64.3484375,0.0,0.0,3.826984375,3.836984375,25.782578125,30.467421875,0.0,0.0,0.0,176.27
356,EV_109,RC752104_2,1,128,0.5924528802353951,0.43822124703721277,False,381.7971875,-13.28203125,79.01726562500001,0.0,0.0,3.7473984375,3.7926171875,35.518671875,38.09921875,0.0,0.0,0.0,179.32
357,EV_108,DR624372_1,0,128,0.5883805153914674,0.272663754605428,False,375.0126171875,106.37265625,93.538125,104.03828125,3966.453125,3.8191328125,3.9249765625,48.7859375,52.94140625,50.9453125,0.8125,0.00265625,182.02
358,EV_107,DR139858_1,0,128,0.5883805153914674,0.4626014307890245,False,373.573453125,119.5,96.850546875,107.73203125,4309.296875,3.42946875,3.5943125,35.4590625,38.873125,50.90234375,1.8359375,0.00546875,176.14
359,EV_109,DR483223_1,0,128,0.5883805153914674,0.21929565190970493,False,361.988265625,107.353125,96.13765625,112.76171875,4510.46875,3.711953125,3.848359375,47.09703125,49.7859375,46.625,0.1875,0.000703125,179.03
360,EV_105,DR692730_1,0,128,0.5883805153914674,0.5953623781722838,False,367.460296875,123.7484375,97.477109375,110.709375,4428.25,3.2045703125,3.240015625,39.7046875,42.84296875,46.0546875,0.1171875,0.000390625,195.09
361,EV_110,DR412770_1,0,128,0.5883805153914674,0.6050088632573969,False,322.096796875,124.846875,90.520390625,110.6359375,4427.578125,3.629640625,3.7386796875,38.946796875,44.456015625,83.6109375,0.0,0.0,181.09
362,EV_105,DR692730_2,0,128,0.5883805153914674,0.6687801233437556,False,337.7993984375,123.0640625,94.827265625,113.1484375,4525.96875,3.30153125,3.4227265625,61.16875,63.24765625,43.359375,0.09375,0.000390625,195.09
363,EV_110,DR824332_1,0,128,0.5883805153914674,0.43032196856719135,False,380.5244375,115.07734375,96.349609375,107.59375,4303.765625,4.1151015625000005,4.1468828125,33.48375,35.88625,51.1875,0.2109375,0.000703125,181.09
364,EV_108,DR424318_1,0,128,0.5883805153914674,0.20584232543696074,False,364.9281640625,86.14453125,84.27390625,110.74140625,4550.3125,3.63203125,3.73234375,45.98515625,47.9078125,42.72265625,0.25,0.0009375,183.46
365,EV_109,DR568924_12,0,128,0.5799861252302209,0.17074129278368155,False,370.77090625,49.7890625,45.616015625,31.0625,2031.015625,4.094875,4.1443671875,49.693515625,50.78515625,32.7265625,17.65625,0.00678125,179.32
366,EV_110,DR393518_26,0,128,0.5799861252302209,0.16227749938837,False,369.69140625,46.37109375,38.633359375,26.51171875,1682.265625,3.877734375,4.1409765625,51.0984375,53.63265625,30.15625,15.6015625,0.0051953125,181.09
367,EV_109,DR568924_10,0,128,0.5799861252302209,0.22556668393182586,False,372.411140625,37.98203125,49.64671875,30.3359375,2093.1171875,4.060640625,4.138921875,52.419375,54.290390625,30.984375,17.8125,0.006859375,179.32
368,EV_109,DR219828_28,0,128,0.5799861252302209,0.13068428008873895,False,355.7610390625,52.7578125,36.97328125,29.671875,1909.140625,4.0828125,4.1450000000000005,48.89953125,52.94171875,32.359375,15.234375,0.0056875,179.12
369,EV_106,DR402462_23,0,128,0.5799861252302209,0.15513495458948867,False,364.8071875,40.9296875,29.0028125,28.12890625,1782.03125,4.04625,4.147,49.359765625,50.858359375,29.484375,19.1015625,0.0068828125,173.9
370,EV_106,DR558126_26,0,128,0.5799861252302209,0.22030234240318605,False,374.424,38.0703125,46.561171875,25.5859375,1534.015625,4.0816875,4.1501953125,47.683984375,48.853125,27.59375,17.125,0.006328125,173.9
371,EV_110,DR393518_29,0,128,0.5799861252302209,0.1657108429407985,False,360.656953125,46.19921875,32.88859375,29.328125,1890.859375,4.0508359375,4.1438984375,52.848828125,54.468828125,31.8203125,15.7421875,0.00553125,181.09
372,EV_106,DR805018_22,0,128,0.5799861252302209,0.21396164201515364,False,371.6665859375,48.2328125,41.405234375,34.97265625,2059.453125,4.049125,4.149234375,48.855234375,50.2584375,31.15625,16.9921875,0.0082421875,173.9
373,EV_106,DR402462_24,0,128,0.5799861252302209,0.30224202906723563,False,353.2935703125,56.43359375,26.844375,30.3515625,1933.046875,3.95765625,4.141171875,59.0609375,61.102734375,32.65625,15.9765625,0.0056328125,173.9
374,EV_106,DR558126_24,0,128,0.5799861252302209,0.2080381991490423,False,371.091375,48.77109375,49.908125,31.97265625,2100.3125,4.0971640625,4.1624453125,49.35046875,51.8721875,31.1953125,15.4453125,0.0053046875,173.9
375,EV_110,DR412770_11,0,128,0.5799861252302209,0.18289078318912852,False,372.59828125,48.94140625,33.94828125,28.71875,1830.46875,3.9630703125,4.0844140625,45.143828125,48.08421875,30.234375,17.0703125,0.0054531250000000005,181.09
376,EV_109,DR568924_15,0,128,0.5799861252302209,0.13393405112587556,False,358.04790625,50.1859375,39.7709375,31.07421875,1990.859375,4.08665625,4.143859375,47.489453125,49.331875,32.59375,18.4765625,0.0070625,179.32
377,EV_106,DR558126_31,0,128,0.5799861252302209,0.1871659340524074,False,360.659609375,51.58203125,37.073984375,30.828125,2033.59375,4.020234375,4.1409375,43.55234375,46.6953125,33.8359375,14.84375,0.0058671875,173.9
378,EV_106,DR558126_29,0,128,0.5799861252302209,0.24331363198370035,False,372.36375,39.1875,41.00265625,28.40625,1825.0,4.049375,4.251265625,54.2640625,57.473671875,29.890625,17.578125,0.0072421875,173.9
379,EV_109,DR770601_19,0,128,0.5799861252302209,0.20738861702480652,False,375.24653125,41.16015625,44.618515625,28.875,1847.265625,3.85184375,4.1400546875,45.883828125,48.365078125,29.6015625,17.9296875,0.0063828125,179.24
380,EV_110,DR436096_32,0,128,0.5799861252302209,0.17800698049380154,False,368.7543203125,44.765625,43.6578125,26.5625,1708.984375,3.9492265625,4.1418203125,48.331796875,49.8525,29.78125,17.1875,0.0066796875,181.09
381,EV_106,DR558126_32,0,128,0.5799861252302209,0.2039203521585021,False,358.9769453125,43.6875,35.1521875,27.6796875,1733.75,4.03875,4.1376171875,54.495,58.187578125,29.4375,19.21875,0.00603125,173.9
382,EV_106,DR558126_34,0,128,0.5799861252302209,0.17080899983941178,False,364.79425,56.64453125,31.0615625,31.1484375,2141.5625,4.0497265625,4.1424609375,52.856875,54.241640625,34.328125,15.1953125,0.0054609375,173.9
383,EV_106,DR558126_36,0,128,0.5799861252302209,0.2238068579251821,False,354.8465078125,51.921875,26.73703125,29.203125,1928.515625,3.9332421875,4.1430078125000005,44.27453125,45.48109375,31.3671875,18.3984375,0.006015625,173.9
384,EV_106,DR558126_37,0,126,0.5799861252302209,0.21945442195685555,False,366.71676984126987,39.74603174603175,25.218650793650795,28.341269841269842,1867.4603174603174,4.011206349206349,4.138960317460318,52.97087301587302,54.575714285714284,29.19047619047619,15.80952380952381,0.006111111111111111,173.9
385,EV_107,DR862144_18,0,128,0.5799861252302209,0.32910904669666063,False,355.124515625,47.04921875,32.793125,27.88046875,1661.875,3.9676328124999998,4.141859375,44.009375,48.58828125,27.40625,19.609375,0.0068828125,176.27
386,EV_107,DR862144_19,0,128,0.5799861252302209,0.1743418755721299,False,369.054046875,48.55234375,30.84828125,30.859375,1937.5625,4.0313671875,4.142828125,52.445390625,57.76140625,32.9296875,16.1328125,0.006546875,176.27
387,EV_110,DR104166_26,0,128,0.5799861252302209,0.20410127279845014,False,378.03440625,45.97265625,41.209453125,29.0703125,1908.984375,4.0929375,4.143,48.859140625,50.96625,31.3125,14.375,0.0056484375,181.09
388,EV_109,DR770601_20,0,128,0.5799861252302209,0.16640127252789683,False,367.4004765625,43.14453125,42.87296875,30.0546875,1937.265625,3.890515625,4.1375625,53.908203125,57.028828125,30.3515625,17.03125,0.0061875,179.24
389,EV_101,DR405429_18,0,128,0.5756572702012844,0.17255439697986588,False,377.0644609375,52.55859375,56.7034375,29.3671875,1884.3359375,4.10503125,4.14659375,46.46546875,49.585078125,33.4921875,17.5390625,0.00690625,186.25
390,EV_110,DR436096_25,0,128,0.5756572702012844,0.2581475732965682,False,380.0787109375,43.00546875,57.313125,29.46875,1895.3125,4.09621875,4.142953125,47.60109375,49.84453125,31.6796875,16.171875,0.006109375,181.09
391,EV_110,DR436096_20,0,128,0.5756572702012844,0.16677918646447232,False,360.75365625,45.234375,65.87171875,29.0,1847.421875,4.097515625,4.146953125,47.368671875,48.70734375,32.046875,16.953125,0.0041875,181.09
392,EV_101,DR405429_15,0,128,0.5756572702012844,0.2635297648979299,False,387.760796875,32.66015625,61.81296875,28.234375,1779.6875,4.1036093750000004,4.1453515625,45.747578125,47.094765625,28.640625,16.6796875,0.00571875,186.25
393,EV_109,DR770601_10,0,128,0.5756572702012844,0.320381511271179,False,359.4378671875,44.203125,62.80140625,31.5703125,2078.515625,4.046640625,4.16865625,43.85703125,45.5,31.9375,15.0,0.00546875,179.24
394,EV_106,DR402462_7,0,128,0.5702837902182446,0.24420942800998835,False,362.452,106.27578125,84.637109375,105.1078125,5558.4765625,4.063375,4.1484609375,60.77453125,62.291328125,45.109375,1.171875,0.004296875,173.9
395,EV_101,DR156863_9,0,128,0.5702837902182446,0.2625583001242195,False,368.2307265625,102.025,85.041484375,106.34765625,4602.46875,4.115625,4.1621875,61.092578125,62.826171875,43.0546875,1.328125,0.005859375,186.45
396,EV_110,DR104166_2,0,128,0.5702837902182446,0.21879745388249153,False,349.7002734375,114.0453125,95.735625,111.02421875,4683.8671875,4.0931875,4.1986640625,62.164296875,63.506796875,47.20703125,0.5390625,0.00171875,181.09
397,EV_106,DR558126_5,0,128,0.5702837902182446,0.3656884659996378,False,351.862734375,112.92890625,86.25953125,115.74453125,6469.09375,4.033296875,4.160234375,49.28640625,53.700546875,38.9609375,1.578125,0.004140625,173.9
398,EV_110,DR436096_5,0,128,0.5702837902182446,0.20201399222466498,False,354.401328125,89.5515625,92.31453125,105.1640625,4206.578125,4.1015546875,4.1994296875,55.17703125,56.2946875,42.6484375,0.5859375,0.002109375,181.09
399,EV_110,DR824332_2,0,128,0.5702837902182446,0.23903681890873998,False,346.118515625,108.028125,91.816796875,109.0171875,4360.6875,4.1088203125,4.1870546875,53.491484375,55.961015625,49.94296875,0.5625,0.00125,181.09
400,EV_106,DR558126_4,0,128,0.5702837902182446,0.3568061438531,False,372.4120078125,122.053125,89.2234375,111.91640625,6225.546875,4.074171875,4.1552109375,63.2884375,64.443671875,60.78125,0.3671875,0.001484375,173.9
401,EV_110,DR393518_5,0,128,0.5702837902182446,0.20954588730823778,False,362.7170078125,88.65703125,91.163515625,108.284375,4467.2578125,3.5620703125,4.200890625,60.354609375,61.95703125,41.12109375,0.765625,0.002421875,181.09
402,EV_108,DR380742_10,0,128,0.5702837902182446,0.23231193780176657,False,370.5509921875,118.74140625,83.394140625,111.23046875,5700.3671875,4.0845625,4.1862890625,64.128515625,64.3296875,45.27734375,1.03125,0.00421875,181.95
403,EV_101,DR141978_2,0,128,0.5702837902182446,0.3645881373984236,False,354.9745390625,130.4515625,94.620625,110.71328125,5015.8671875,3.7124140625,3.8365625,60.913671875,63.65625,42.03125,2.671875,0.0073046875,186.34
404,EV_107,DR705506_7,0,128,0.5702837902182446,0.2697110533992159,False,366.884046875,91.6796875,82.735234375,104.59609375,4183.84375,4.1020546875,4.1808359375,63.41328125,64.01171875,53.171875,1.5234375,0.004453125,176.22
405,EV_110,DR104166_13,0,128,0.5645623112238598,0.2939329224356136,False,378.993859375,39.80703125,69.7571875,28.0625,1815.625,4.1007734375,4.1477265625,40.04625,40.668828125,30.8046875,15.703125,0.003890625,181.09
406,EV_106,DR805018_10,0,128,0.5645623112238598,0.17502005940971072,False,387.553375,36.75,70.631640625,27.73046875,1866.5625,4.1044453125,4.1476328125,51.005546875,52.10109375,29.953125,16.6015625,0.0063828125000000005,173.9
407,EV_106,DR805018_5,0,128,0.5645623112238598,0.226846054732626,False,390.203328125,40.71640625,80.04453125,28.921875,1852.1875,4.129046875,4.1534375,44.605703125,45.886328125,29.671875,15.7421875,0.00684375,173.9
408,EV_107,RC358893_5,1,128,0.564265930634906,0.17034033895870718,False,424.4995234375,-16.82421875,73.220390625,0.0,0.0,4.362953125,4.3703046875,33.697734375,38.2584375,0.0,0.0,0.0,176.27
409,EV_107,RC358893_3,1,128,0.564265930634906,0.4106004659719004,False,440.1975625,-30.75,56.643515625,0.0,0.0,4.4011171875,4.40273828125,38.234140625,40.073828125,0.0,0.0,0.0,176.27
410,EV_107,RC358893_2,1,128,0.564265930634906,0.3561062202541131,False,426.2337109375,-27.52578125,48.585078125,0.0,0.0,4.4413671875,4.4499921875,34.758828125,36.530625,0.0,0.0,0.0,176.27
411,EV_108,RC386274_3,1,128,0.564265930634906,0.3515565119664929,False,424.15865625,-26.4515625,50.3503125,0.0,0.0,4.3231953125,4.3601328125,39.899375,41.453203125,0.0,0.0,0.0,183.46
412,EV_106,RC362689_1,1,128,0.564265930634906,0.5574173935961956,False,384.1557890625,-27.98828125,29.5946875,0.0,0.0,4.303984375,4.3775,29.160078125,30.615234375,0.0,0.0,0.0,173.9
413,EV_106,RC362689_2,1,128,0.564265930634906,0.31319653595118563,False,427.8307109375,-31.24765625,39.7603125,0.0,0.0,4.4395468750000004,4.44221875,35.142734375,36.647265625,0.0,0.0,0.0,173.9
414,EV_106,RC545024_5,1,128,0.564265930634906,0.2874822534576782,False,443.6671875,-14.6453125,73.759453125,0.0,0.0,4.2846125,4.3153296875,32.741015625,34.89140625,0.0,0.0,0.0,173.9
415,EV_106,RC372459_4,1,128,0.564265930634906,0.3731681830204118,False,434.6606640625,-37.74453125,85.22820312500001,0.0,0.0,4.27540625,4.361640625,42.336015625,46.97078125,0.0,0.0,0.0,169.5
416,EV_109,RC295912_2,1,128,0.564265930634906,0.2983241871160844,False,432.216484375,-10.45234375,75.98390625,0.0,0.0,4.3013046875,4.3858984375,36.5679453125,38.5879453125,0.0,0.0,0.0,179.29
417,EV_106,RC545024_1,1,128,0.564265930634906,0.46526668560063,False,382.91175,-26.98125,40.226484375,0.0,0.0,4.3081953125,4.3385546875,31.36453125,34.025,0.0,0.0,0.0,173.9
418,EV_106,RC545024_2,1,128,0.564265930634906,0.3530918381922001,False,426.050234375,-27.68515625,49.6509375,0.0,0.0,4.4468359375,4.45,37.137265625,39.460078125,0.0,0.0,0.0,173.9
419,EV_106,RC545024_3,1,128,0.564265930634906,0.23192283002571162,False,442.069390625,-22.8109375,59.51671875,0.0,0.0,4.4240312500000005,4.4280703125,41.17125,43.2753125,0.0,0.0,0.0,173.9
420,EV_105,DR692730_4,0,128,0.5619122349448431,0.4737216903084954,False,373.003171875,45.94921875,89.266328125,31.92578125,2045.7421875,3.5069140625,3.9286953125,49.45078125,50.578125,30.421875,16.7578125,0.00671875,195.09
421,EV_103,DR173144_6,0,128,0.5619122349448431,0.2226450771904525,False,386.6082734375,46.90625,91.32828125,26.25,1675.46875,4.11815625,4.147515625,57.22421875,58.257265625,29.796875,20.3125,0.0064921875,195.72
422,EV_105,DR692730_6,0,128,0.5619122349448431,0.2774738901225322,False,385.54259375,42.046875,85.672109375,30.1328125,1912.3046875,3.7113828125,4.1435703125,61.148203125,62.252421875,30.7578125,16.25,0.0060390625,195.09
423,EV_105,DR314668_3,0,128,0.5619122349448431,0.24607112707161566,False,378.4259375,59.2984375,95.98859375,33.078125,2142.0859375,4.05546875,4.14515625,54.458828125,55.669140625,34.0390625,13.7890625,0.005234375,194.98
424,EV_104,DR422821_4,0,128,0.5619122349448431,0.26211955768197953,False,383.3084296875,50.95078125,94.127578125,32.11328125,2147.421875,4.1011640625,4.147078125,50.409921875,52.269296875,33.3671875,15.5078125,0.00559375,202.74
425,EV_104,DR901145_7,0,128,0.5619122349448431,0.29747242362511606,False,391.1466328125,38.2109375,83.505703125,30.0390625,1819.53125,4.1072500000000005,4.1453046874999995,59.69765625,60.084375,29.9453125,17.96875,0.0071484375,202.74
426,EV_104,DR901145_4,0,128,0.5619122349448431,0.2409020046692091,False,375.908953125,44.34921875,88.91390625,29.53125,1931.25,4.0964453125,4.1459296875,53.99953125,56.249375,29.375,14.53125,0.0052421875,202.74
427,EV_105,DR962985_8,0,128,0.5619122349448431,0.19003147156686112,False,388.68321875,45.12109375,87.736171875,28.328125,1785.78125,4.1078046875,4.145125,54.700703125,55.410390625,32.03125,18.671875,0.007109375,194.88
428,EV_102,DR463078_4,0,128,0.5619122349448431,0.2378331511075188,False,381.0606640625,43.46484375,94.253984375,31.16796875,2046.09375,3.8834765625,4.1419921875,58.524140625,59.8084375,32.6171875,16.7578125,0.0075,193.73
429,EV_105,DR962985_10,0,128,0.5619122349448431,0.23427739992692065,False,379.7959375,52.63671875,84.268203125,30.8515625,2037.734375,4.1069531249999995,4.246328125,51.83125,54.020703125,32.9765625,15.9765625,0.005796875,194.88
430,EV_102,DR132061_4,0,128,0.5619122349448431,0.18876030505873137,False,384.9079609375,42.1546875,94.04890625,30.04296875,1921.7421875,4.0942578124999995,4.1459765625000005,48.832187499999996,50.43984375,29.3359375,16.6171875,0.006203125,193.57
431,EV_102,DR132061_13,0,128,0.5619122349448431,0.3145925118176678,False,383.122703125,52.09765625,77.650234375,31.203125,2037.03125,4.054140625,4.1461171875,44.470859375,45.921718750000004,33.8359375,17.2265625,0.0076328125,193.57
